title,tag,artist,year,views,features,lyrics,id,language_cld3,language_ft,language
Tora Dekhe Ja | তোরা দেখে যা,country,Kazi Nazrul Islam,2019,196,{},"তোরা দেখে যা আমিনা মায়ের কোলে
Tora dekhe ja Amina Maayer kole
মধু পূর্ণিমারি সেথা চাঁদ দোলে
Modhu purnimari shetha chaand dole
যেন ঊষার কোলে রাঙা-রবি দোলে।।
Jeno ooshhar kole ranga-robi dole
কূল মখ্‌লুকে আজি ধ্বনি ওঠে, কে এলো ঐ
Kul mokhluqe aaji dhwoni oThe, ke elo oi
কলেমা শাহাদাতের্‌ বাণী ঠোঁটে, কে এলা ঐ
Kalema shahadat-er bani ThoTe, ke elo oi
খোদার জ্যোতি পেশানিতে ফোটে, কে এলো ঐ
Khodar jyoti peshani-te phoTe, ke elo oi
আকাশ-গ্রহ-তারা পড়ে লুটে, কে এলা ঐ
Akash, groho, tara poRe luTe, ke elo oi
পড়ে দরুদ ফেরেশ্‌তা, বেহেশ্‌তে সব দুয়ার খোলে।।
PoRe durood fereshta, beheshte shob duar khule
মানুষে মানুষের অধিকার দিল যে-জন
Manushe manusher odhikar dilo je jon
‘এক আল্লাহ্‌ ছাড়া প্রভু নাই’ কহিল যে-জন
Ek Allah chhaRa probhu nai, kohilo je jon
মানুষের লাগি’ চির-দীন্‌ বেশ ধরিল যে-জন
Manusher lagi chiro din besh dhorilo je jon
বাদশা ফকিরে এক শামিল করিল যে-জন
Badsha fokire ek shaamil korilo je jon
এলো ধরায় ধরা দিতে সেই সে নবী
Elo dhoray dhora dite shei nobi
ব্যথিত-মানবের ধ্যানের ছবি
Byathito manober dhyaner chhobi
আজি মাতিল বিশ্ব-নিখিল্‌ মুক্তি-কলোরোলে।।
Aaj matilo bishwo-nikhil mukti-kolorole",4975027,bn,bn,bn
Shukno Pata শুকনো পাতা,pop,Shahriar Rahman,2018,36,"{""Tanzil Hasan (তানজিল হাসান)""}","চোখ তুলে তাকাও কেন এভাবে
অনুভবগুলো দাও যেন হৃদয়ে ঠেলে।

শুকনো পাতা পুড়ে রোদের আলোতে।

তুমি আমার প্রথম প্রতিটি জনম
তুমি আমার জীবন প্রতিটি কদম।

যখন তোমায় খুঁজি স্বপ্ন দেখি
যখন তোমায় ভাবি আমি ভালোবাসি।",4975426,bn,bn,bn
Shondhye Namar Aagey,pop,Ishan Mitra,2018,1930,{},"[Chorus]
তুমি যাও
পরিচিত কোন ডাকে
বাড়ি ফিরে এসো
সন্ধ্যে নামার আগে
তুমি যাও
পরিচিত কোন ডাকে
বাড়ি ফিরে এসো
সন্ধ্যে নামার আগে

[Verse 1]
দিবস রজনী তোমাতে সজনী
বাড়ি-ঘর মাখামাখি
ব্যাকুলও বাসরে যে আলো দুঃখ
সে আলোতে আমি থাকি

[Chorus]
তুমি যাও
যে শুধু তোমারই থাকে
বাড়ি ফিরে এসো সন্ধ্যে নামার আগে
[Verse 3]
আকাশে ঘনালে মেঘ
বাকি পথ হেঁটে এসে
শেষ হয়েও পড়ে থাকি অবশেষে
আকাশে ঘনালে মেঘ
বাকি পথ হেঁটে এসে
শেষ হয়েও পড়ে থাকি অবশেষে
নিভিয়ে দিয়েছি ফুরিয়ে গিয়েছি
ডুবিয়েছি কত ভেলা
প্রেমিক নাবিক জানেনা সাগর
একা রাখা অবহেলা

[Chorus]
তুমি যাও
বলেছে ওগো আমাকে
বাড়ি ফিরে এসো সন্ধ্যে নামার আগে
তুমি যাও
যে শুধু তোমারই থাকে
বাড়ি ফিরে এসো সন্ধ্যে নামার আগে
বাড়ি ফিরে এসো সন্ধ্যে নামার আগে",4982378,bn,bn,bn
Vinno Chehara,rap,Kawsar Dxo,2018,10,{},"ভিন্ন চেহারা
ভিন্ন জায়গা
এদের মাঝে আমি ভিন্ন মানুষ
ভিন্ন চিন্তা
ভিন্ন কর্ম
এদের মাঝে এদের বন্ধ শব্দ

আরে নিজের গড়া নিজের তার সপ্ন
আর গলা কেটে পূরণ তার গল্প
তা নিয়ে সমাজের দন্দ
আরে,সমাজেরই তো এই কর্ম
মুখুশের পিছে থাকা শয়তান
সামনেতে,বলো বাবা কার কি দরকার
প্রয়োজন ফুস
আর
ঠুস করে গুলি
ক্রসফায়ারের ভুল
সব শেষ
আমি সন্ত্রাসী, বোমাবাজি,চাদাবাজি
সব কেস রেডি।
আমার নামে হানাহানি,পরিবার টানাটানি
২ দিন লাফালাফি,লোকে জানাজানি
হঠাৎ করে সব শেষ।
আর কবরেতে পচে মরা লাশটাও শেষ

যেই হাতে সালাম,সেই হাতের মধ্যাংগুল
সামনেতে ভাই,মারো পিছনেতে ছুড়ি
বোকা মানুষের মত শুধু তাকিয়ে,বেচে আছি।
তোমার কাছে শুকরিয়া এতেই।

আমি পাই না তো
তাও আমি চাই না তো
মৌলিক ৫ টা অধিকার?
আমি চাই না তো।
খাদ্য?
সেটাতো কামাই,আমি চাই না তো।
ক্ষমতা চায় কে? আমি চাই না তো।
নিজের টাকার টেক্স
আমার নিজের টাকার ফোন।
কেনো আমার টাকা দিয়ে কিনবে মন্ত্রী ফোন?
ঘুরবে,এলাকাতে দিতে আসবে প্রতিশ্রুতি।
লাখ টাকার গাড়ি,আমার নিজের নাই বাড়ি।
আমার গলা কাটা লাশ।
কাটবে সামনের বাড়ি
পাশের বাড়ি হাসবে।
কারণ তারাই দায়ী।
কে জানবে এসব নিত্যদিন।
ভুলে যায় ঘটনা প্রতিদিন।

হিংস্র পশু চারপাশে
ভালো চায়টা কে?
ভালো নিজেরটা আগে, ও ভাই আপনি কে?
আরে সুযোগ বুঝে কোপ
এরা আধ্যাত্মিক।
দিনভর ভাবাভাবি শুধু হবে এদের কথা।
কে আবার ভাববে কি?
এসব আসা যাওয়া।
আর বাল ফালানি সব কথাবার্তা
কারণ ভিন্ন জগতে নিয়ে ভিন্ন চেহারা।
ভিন্ন এরা,ভিন্ন মাত্রা",4984803,bn,bn,bn
Stoic Bliss - Aint Fading Out Remix,rap,"Lit Slick, Shib-z, Kazi",2019,113,"{""Lit Slick / Shib-z / Kazi""}","Verse 1: Lit Slick

আমি তো চিনিনা তোদেরি চেহারা, কখনো দেখিনি আমাদের মাঝে/
(We don’t know your faces, never seen yall around us)
উড়ে এসে তারা জুড়ে বসে, দেখ কত যে রূপে সে সাজে
(Yall came outta nowhere, wearing multiple faces)
আমি ছয় ঋতু, তোরা ছয় মুখ সাপ, বাঁশি তো বাজে তোর্ জানাজার সাথে
(I m like the six seasons n yall like a snake with six faces, let the tune of my flute guide yall to your funerals)
স্বপ্নে আসি আমি মাঝ রাতে, বজ্রপাত আমায় বাপ ডাকে
(Pop out in your nightmare at midnight, even the lightning calls me daddy)
ছোট পোলা তোর দুধ নাকে, টিপ দিলেই দেখ রস পরে
(Lil boy with runny nose, stay out of grown folks business)
আমার দুটো ঘড়ি তোর দাম নাই...তোদের চাপা শুনার কোনো টাইম নাই
(Got two watches but no time to listen to ur bullshits)
কষ্ট করি আর ঘাম ফালাই, যাতে নিজের পায়ে আমি নিজে দাড়াই
(We work hard to stand on our own two feet)

Fapor maira kono lab nai...tora help chaile ami haath barai...ফাপর মাইরা কোনো লাভ নাই...তোরা হেল্প চাইলে আমি হাত বাড়াই
(Quit fronting, if yall ask for it i m ready to help)
Kotoje futani lageto irani...premeri kahini shuruto bonani...কতযে ফুটানী লাগেতো ইরানি...প্রেমের কাহিনী শুরুতো বনানী
(Flashy swag looking Irani, the love story began in Banani)
Bapeto borolok, kotoje ovijog...
Gari ache bari ache, বাপেতো বড়োলোক, কতযে অভিযোগ...
গাড়ি আছে বাড়ি আছে
(got a rich dad yet plenty complains, even with big houses and nice cars)
টাকা তো ভরা তো ঘরে...ঘোড়ারি গাড়িতে চড়ে
(House full of cash, ridin around on horses)
চাপা যে মারে সে মরে..মশারি মতো তো সে পরে
(If u lie u gone die n fall like mosquitoes)
Verse 2: SHIB-Z

Jotoi kotha boli, kono toh laabh nai
Tarporo jani na boltesj ken
Taka poisha chai taka poisha chai
Taka poisha r agey shikkha nen
Jiboney koros nai koshto
Baap er hotel e thaka tor aim
Facebook e, status e, kotha tor bhorpur
Bolos no hustle to game huh?
Koto hustle korsos hishab tui dekha
Tui mathar ghaam paa e felaya kaama
Tui 16  ghonta darae taka kama
Na khaya dui bela dekhi aga
Koshter takar amar protita beat bitch
I dont got going no negative shit
I’m a 100% halal Bengali kid
Who’s spittin this dope, you aint ready for it
Ill be keep on doin what Iam doing now bitch
I aint doin all these for money and shit
Imma hustle till the end, just like I did
I aint playing this game, cz I rule it bitch
I dont give a fuck what you tryinna say
I dont really care what you tryinna proof
Tor boro boro kotha pocket e bhoira rakh
Amare thamaite parbina
Verse 3: KAZI

পারবিনা বলেছি আগে? এসেছি দেখাতে তোকে   (didn't I tell you this before? I had to come back and show you)
দশ বারো বছর পরে, 'আবার জিগায়' বাজে ঘরে ঘরে (even 10-12 years down the line now, 'abar jigay' still plays in every household)
বাকিতে তুমি তো নিতে চাও, ঝামেলা কি করে দেখে নাও  (of course you want it on credit, but you gotta face what comes with that)
রচনা করেছি কবিতা, প্রেমিকা তোমার ববিতা! (I've penned this poem, while you were wifing up some Bobitas)
আমি রাজ্জাক, তুমি শাবানা (Call me Rajjak, and you could be Shabana)
গানে ঝাল বেশি, তুমি খাবানা! (this song got too much spice, you won't be able to swallow!)
কতো কিছু দেখি এসে গেলো, এখন ঘরে ঘরে দেখি র‍্যাপার শত (I've seen so many things come and go, now there are hundreds of rappers in every hood)
তোমার মনে মনে দেখ হিংসা যত, আমার পায়ের নিচে- তুমি বিরাজ করো ( remember with all the hate you have for us, you will only live in our shadows)
Stoic Bliss আমি, তুমি গোঁটা জিরো (I'm Stoic Bliss, you a whole ZERO)
পুরা দেশ চিনে, তুমি আবার চিনো (The whole country knows me, you can recognize me time after time)
আমার কথা কম, করি কাজ বেশি (I don't talk much, I just put in work)
ভিডিও-বাবা, উই দেশবাসি (shout out to Video Baba, because we Deshbashi)
আমাদের চেনে, তোমার মা-মাসি (everyone knows us, including your mother and your aunties)
This is Zee Mix, This is Gang LITTY!
This is NEW AGE, and we run BD
বেশী বোঝা তাইলে একটু কম করিস (don't try to be a smart-ass)
নাইলে ড্রেনে ভাইসা উঠবি,  DON'T WORRY (or else you will float up in a drain somewhere, don't worry)
র‍্যাপ এর টাইম নাই, আমার টাইম MONEY (I don't got time for rap, because my time is MONEY)
ইন্টারনেটে এসে ফাল পাড়ো, (you come on the internet just to talk SHIT)
বাস্তবে তুমি বাল জানো (but in real life you don't know shit, zilch!)
শমশের তুমি সব জানো (I heard you know-it-all like Shomsher)
মাথায় খোঁপা তুমি- ফুল্বানু!!!!! (you got flowers on your head, you a FULBANU!)",4986393,bn,bn,bn
Jontrona,pop,Mohon Sharif,2019,9013,{},"[Verse 1]
আমার চোখে সব কিছু ঝাপসা মনে হয়
আমার মনে সব কিছু কেন এলোমেলো লাগে?
আমার চোখে সব কিছু ঝাপসা মনে হয়
আমার মনে সব কিছু কেন এলোমেলো লাগে?
দিনের শুরু থেকে
ভাবি শুধু তোমায় নিয়ে
মনে তবু এক কঠিন
যন্ত্রণার অন্ত নেই

[Chorus]
মন থেকে কী করে ভুলে যাব তোমার ছবি?
এই অনুভূতি থেকে ছুটে যাবো কবে!
যন্ত্রণার অন্ত নেই
যন্ত্রণার অন্ত নেই

[Verse 2]
আজও কেন যেন লাগে
এখনো সব কিছুই যে
শেষ হয়নি এখনও বাকি
আজও কেন যেন লাগে
এখনো সব কিছুই যে
শেষ হয়নি এখনও বাকি
কেন তোমার কথা এখনও কানে বাজে?
না বলা কথা গুলো রয়ে গেলো—
অসমাপ্ত
[Chorus]
মন থেকে কী করে ভুলে যাব তোমার ছবি?
এই অনুভূতি থেকে ছুটে যাবো কবে!
যন্ত্রণার অন্ত নেই
যন্ত্রণার অন্ত নেই",5048742,bn,bn,bn
Shotti Naki Bhul,pop,Pritom Hasan,2019,2165,{},"[Pre-Chorus]
তোমার কাছে আমার কিছু বলার আছে
কেন আমার মন পড়ে থাকে তোমার কাছে?
এক হাসিতে কেড়ে নিলে ঘুম
তুমি ছাড়া কিছু ভালো লাগে না যে

[Chorus]
একি সত্যি নাকি ভুল
একি সত্যি নাকি ভুল
তুমি হবে কি হৃদয় নদীর কূল?

[Verse 1]
ঐ যে আকাশ
আকাশ এর নীলে নীলে
পাহাড়ি মেঘে ঘর বানাবো
যাবে কি সাথে?
ঐ যে সাগর
সাগর এর ঢেউ-এ ঢেউ-এ
ভেসে যাবো
রবে কি তুমি পাশে?
[Pre-Chorus]
জানো, আমার আরেক আমি থাকে তোমার কাছে
কেন আমার মন পড়ে থাকে তোমার কাছে?
এক হাসিতে কেড়ে নিলে ঘুম
তুমি ছাড়া কিছু ভালো লাগে না যে

[Chorus]
একি সত্যি নাকি ভুল
একি সত্যি নাকি ভুল
তুমি হবে কি হৃদয় নদীর কূল?
একি সত্যি নাকি ভুল
একি সত্যি নাকি ভুল
তুমি হবে কি হৃদয় নদীর কূল?
একি সত্যি নাকি ভুল
একি সত্যি নাকি ভুল
তুমি হবে কি হৃদয় নদীর কূল?",5048767,bn,bn,bn
Harbo Na,pop,Xefer Rahman,2019,936,{},"[Verse 1]
চোরাবালি মোহনায়
সত্তার ভরসায়
দাড়িয়ে আছি
ডুবে যাব না
তারকাটা সীমানা
আমার জন্য না
পেছনে ফেরা
হবে না

[Pre-Chorus]
পথের বাঁধা ভেঙ্গে দিয়ে
শত ঝড়ে আঘাত নিয়ে
শিখেছি আমি
সবই নিয়তি থেকে
আমার চোখের কাজল ছুঁয়ে
আঁধার ঝরে আলো হয়ে
শেকলে বাঁধা
আমি নোনা জলে

[Chorus]
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার
[Bridge]
মায়া জালে জড়িয়ে
ধোয়াশায় হারিয়ে
পেয়েছি ক্ষত দাগ জীবনে

[Pre-Chorus]
পথের বাঁধা ভেঙ্গে দিয়ে
শত ঝড়ে আঘাত নিয়ে
শিখেছি আমি
সবই নিয়তি থেকে
আমার চোখের কাজল ছুঁয়ে
আঁধার ঝরে আলো হয়ে
শেকলে বাঁধা
আমি নোনা জলে

[Chorus]
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার

[Verse 2]
ভেঙ্গে দিয়ে বন্ধ এ দার
সময় আমার
গড়ে নিবো ঠিকই নিজেরই হাতে
রব না বন্ধ ঘরে
মৃত্যুর মুখোমুখি দাঁড়িয়েও
ছবি এঁকে যাব সত্যের প্রতিদিন
হারাবো না অন্ধকারে
[Chorus]
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার
না, আর হারবো না
দেব না আর কেড়ে নিতে
যা আমার অধিকার",5048768,bn,bn,bn
Jabar Belay Salam Loho,country,Kazi Nazrul Islam,2019,48,{},"যাবার বেলায় সালাম লহ হে পাক রমজান
Jabar belay salaam loho he paak romzan
তব বিদায় ব্যথায় কাঁদিছে নিখিল মুসলিম জাহান।।
Tobo biday bethay kaandichhe nikhil muslim jahan

পাপীর তরে তুমি পারের তরী ছিলে দুনিয়ায়
Paapir tore tumi paarer tori chhile duniyay
তোমারি গুণে দোজখের আগুন নিভে যায়
Tomar gune dozokher aagun nibhe jaay
তোমারি ভয়ে লুকায়ে ছিল দূরে শয়তান।।
Tomari bhoye lukaye chhilo doore shaytan

ওগো রমজান, তোমারি তরে মুসলিম যত
Ogo romzan, tomari tore muslim joto
রাখিয়া রোজা ছিল জাগিয়া চাহি’ তব পথ
Rakhiya roza chhilo jagiya chahi tobo potho
আনিয়াছিলে দুনিয়াতে তুমি পবিত্র কোর্আন।।
Aaniyachhile duniyate tumi pobitro Qur'an

পরহেজগারের তুমি যে প্রিয় প্রাণের সাথী 
Porhezgarer tumi je priyo praaner shaathi
মসজিদে প্রাণের তুমি যে জ্বালাও দীনের বাতি
Masjide praaner tumi je jalao deener bati
উড়িয়ে গেলে যাবার বেলায় নতুন ঈদের চাঁদের নিশান।।
URiye gele jabar belay notun eider chaander nishan",5072128,bn,bn,bn
Allar Naam Mukhe Jahar,country,Kazi Nazrul Islam,1939,28,"{""Abbasuddin Ahmed""}","আল্লার নাম মুখে যাহার বুকে আল্লার নাম।
Allah'r naam mukhe jahar buke Allah'r naam
এই দুনিয়াতেই পেয়েছে সে বেহেশ্‌তের আরাম।।
Ei duniyatei peyechhe she beheshter araam

সে সংসারকে ভয় করে না নাই মৃত্যুর ডর
She shongshaarke bhoy kore na, nai mrittur dor
দুনিয়াকে শোনায় শুধু আনন্দেরই খবর
Duniyake shunay shudhu anonderi khobor
দিবানিশি পান করে সে কওসরেরি জাম —
Dibanishi paan kore she kawthareri jaam
পান করে কওসরেরি জাম।।
Paan kore kawthareri jaam",5072146,bn,bn,bn
Alpo Boyosi Bou,pop,Hyder Husyn,2019,40,{},"শখের তোলা হাজার টাকা
শখের তোলা হাজার টাকা
ময়-মুরুব্বি কয়
হাড়ে-হাড়ে বুঝবার পারি
কথা মিছা নয়
শখ যে আমার শাঁখের করাত
আইতে যাইতে কাটে
শখ যে আমার শাঁখের করাত
আইতে যাইতে কাটে
অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
হায়রে, অল্পবয়সী বৌ লইয়া পরছি আমি বাটে

একলা ঘরে তারে কি আর থুইয়া আইবার পারি?
বদ যত পোলাপাইনের নজর আমার বাড়ি
একলা ঘরে তারে কি আর থুইয়া আইবার পারি?
বদ যত পোলাপাইনের নজর আমার বাড়ি
বিবি আমার এদিক-ওদিক হুদাই পুঁচকি মারে
হর-হামেশা কেমতে আমি বাইন্দা রাখুম তারে?
নজরদারি, চৌকিদারি, এমতেই জীবন কাটে
অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
হায়রে, অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
কেমতে তারে লইয়া বেড়াই?
বিপদ আমার ভারি
তিরিং-বিড়িং ছুইটা চলে
আমি কি আর পারি?

কেমতে তারে লইয়া বেড়াই?
বিপদ আমার ভারি
তিরিং-বিরিং ছুইটা চলে
আমি কি আর পারি?
সবার লগে ইটিশ-পিটিশ
খাতির যায় না দেখা
আমি হইলাম চাচা মিয়া
তারে ডাকে আপা
কাটা ঘায়ে নুনের ছিটা নিত্য মাঠে-ঘাটে
অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
হায়রে, অল্পবয়সী বৌ লইয়া পরছি আমি বাটে

শখের তোলা হাজার টাকা
ময়-মুরুব্বি কয়
হাড়ে-হাড়ে বুঝবার পারি
কথা মিছা নয়
শখ যে আমার শাঁখের করাত
আইতে-যাইতে কাটে
শখ যে আমার শাঁখের করাত
আইতে যাইতে কাটে
অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
হায়রে, অল্পবয়সী বৌ লইয়া পরছি আমি বাটে
হায়রে, অল্পবয়সী বৌ লইয়া পরছি আমি বাটে",5077100,bn,bn,bn
Jonmo Thake Jibon,pop,Hyder Husyn,2019,99,{},"জন্ম থেকেই জীবন জানি
বেঁচে থাকার এক যুদ্ধ
গান-বাজনা, সুর-তাল নিয়ে
কখন কী আর ভাববো?
জন্ম থেকেই জীবন জানি
বেঁচে থাকার এক যুদ্ধ
গান-বাজনা, সুর-তাল নিয়ে
কখন কী আর ভাববো?

জীবন মানেই সংগ্রাম
তার সাথে কর্তব্য
সত্য নিয়ে পথ চলা
বিভীষিকা দূর্ভাগ্য
জীবন মানেই সংগ্রাম
তার সাথে কর্তব্য
সত্য নিয়ে পথ চলা
বিভীষিকা দূর্ভাগ্য

তবুও অটল, অবিচল
কোথা মেলে যেন শান্তি
বিবেক বলে, ভালোই আছি
দূর করে সব ক্লাস্তি
বিবেক বলে, ভালোই আছি
দূর করে সব ক্লাস্তি
মাথা গোজার ঠাঁই নেই
ভেবে ভেবে হই ক্লান্ত
মাথা গোজার ঠাঁই নেই
ভেবে ভেবে হই ক্লান্ত
কোটি টাকার হিসেব দেখে
নিজেকে করি শান্ত
হায়! কোটি টাকার হিসেব দেখে
নিজেকে করি শান্ত

জীবন হয়তো এভাবেই যাবে
জীবন হয়তো এভাবেই যাবে
যতটুকু আছে ব্যাপ্তি
লক্ষ হৃদয়ে ঠাঁই যে আমার
এইতো নিখাদ প্রাপ্তি
লক্ষ হৃদয়ে ঠাঁই যে আমার
এইতো নিখাদ প্রাপ্তি

প্রত্যাশা আর প্রাপ্তির মাঝে
বেড়ে চলে দুরত্ব
প্রত্যাশা আর প্রাপ্তির মাঝে
বেড়ে চলে দুরত্ব
সময়, সে তো থামে নাকো
এই তো পরম সত্য
হায়! সময়, সে তো থামে নাকো
এই তো পরম সত্য
দেশ ও দশের ভাবনায়
দেশ ও দশের ভাবনায়
আমি কি আর যোগ্য
নিজের ভার বয়ে নিয়ে চলা
দিনে দিনে দূর্ভেদ্য
নিজের ভার বয়ে নিয়ে চলা
দিনে দিনে দূর্ভেদ্য

জন্ম থেকেই জীবন জানি
বেঁচে থাকার এক যুদ্ধ
গান-বাজনা, সুর-তাল নিয়ে
কখন কী আর ভাববো?

জীবন মানেই সংগ্রাম
তার সাথে কর্তব্য
সত্য নিয়ে পথ চলা
বিভীষিকা দূর্ভাগ্য
জীবন মানেই সংগ্রাম
তার সাথে কর্তব্য
সত্য নিয়ে পথ চলা
বিভীষিকা দূর্ভাগ্য

তবুও অটল, অবিচল
কোথা মেলে যেন শান্তি
বিবেক বলে, ভালোই আছি
দূর করে সব ক্লাস্তি
বিবেক বলে, ভালোই আছি
দূর করে সব ক্লাস্তি",5077080,bn,bn,bn
Bhalobashii,pop,Topu,2010,27,"{""Mouri (BD)""}","এত ভেবে কি হবে
ভেবে কে করেছে কি কবে
ভাবছি না আজ, যা হবে হবার
এত দিন পারি নি
জানো তো আমি এমনি
বলতে চাই আজ, এখনই বলে দিই
ভালবাসি, ভালবাসি
ভালবাসি, ভালবাসি

চুপ করে থেকো না
কিছু তো বল, হ্যাঁ অথবা না
হ্যাঁ যদি হয় হবে, না যদি হয় তবে
কিছু বলো না
তুমি ভেবো না, ভাঙবে না বন্ধুত্বটা
হ্যাঁ যদি হয় হবে, না যদি হয় তবে
কিছু বলো না

ভালবাসি (তোমাকে), ভালবাসি (বলে)
ভালবাসি (তোমাকে), ভালবাসি

ভালবাসি (তোমাকে), ভালবাসি (বলে)
ভালবাসি (তোমাকে), ভালবাসি
এত ভেবে কি হবে
ভেবে কে করেছে কি কবে
ভাবছি না আর, যা হবে হবার
এত দিন পারি নি
জানো তো আমি এমনি
বলতে চাই আজ, এখনি বলে দিই
ভালবাসি (এটুকু শুধু বলার)
ভালবাসি (তুমি শুনে নাও না)
ভালবাসি (ফিরিয়ে দিও না)
ভালবাসি

ভালবাসি (এটুকু শুধু বলার)
ভালবাসি (তুমি শুনে নাও না)
ভালবাসি (ফিরিয়ে দিও না)
ভালবাসি

ভালবাসি (এটুকু শুধু বলার)
ভালবাসি (তুমি শুনে নাও না)
ভালবাসি (ফিরিয়ে দিও না)
ভালবাসি (ও-ও-ও-ওহ)

ভালবাসি (এটুকু শুধু বলার)
ভালবাসি (তুমি শুনে নাও না)
ভালবাসি (ফিরিয়ে দিও না)
ভালবাসি",5082936,bn,bn,bn
Manobota,pop,Hyder Husyn,2017,16,{},"অবুঝ দুটি চোখ
কত কথা যায় বলে
কী তার অপরাধ
হয়তো এই প্রশ্নই তোলে
এতটুকু বয়স
কত নির্মমতার স্বাক্ষী
মায়ের আদুরে, বাপের দুলালি
আজ শরণার্থী
অবুঝ দুটি চোখ
কত কথা যায় বলে

মানবতা মনুষ্যত্ব
যেন শিকে তুলেছে বিশ্ব
সবলের হঠকারিতায়
দূর্বল আজ নিঃস্ব
মানবতা মনুষ্যত্ব
যেন শিকে তুলেছে বিশ্ব
সবলের হঠকারিতায়
দূর্বল আজ নিঃস্ব

সর্বস্ব প্রাণটুকু যেন
ভিক্ষায় পাওয়া দান
বেঁচে আছে এইতো অনেক
হোক প্রাণ নিষ্প্রাণ
অবুঝ দুটি চোখ
কত কথা যায় বলে
মানবতার কী বা জাত
কী বা ধর্ম বর্ণ
মানুষের তরে মানুষ আমরা
মানুষ মানুষের জন্য
মানবতার কী বা জাত
কী বা ধর্ম বর্ণ
মানুষের তরে মানুষ আমরা
মানুষ মানুষের জন্য

আমার বাঙালি
বাঙালি প্রাণে আজও বাঁচে মনুষ্যত্ব
যুগে যুগে ইতিহাস বলে
মানবতা বাঙালিত্ব
অবুঝ দুটি চোখ
কত কথা যায় বলে",5084978,bn,bn,bn
Chailey,rock,Arindam Chatterjee,2017,74,"{""Mahel Al Habibi""}","[Verse 1]
চাইলে চলে যা
আমায় চাইলে ভুলে যা
চাইলে কথা দে
ছেড়ে একলা যাবি না
চাইলে চলে যা
আমায় চাইলে ভুলে যা
চাইলে কথা দে
ছেড়ে একলা যাবি না
চাইলে চলে যা
আমায় চাইলে ভুলে যা
চাইলে কথা দে
ছেড়ে একলা যাবি না

[Pre-Chorus]
তোর কাছে ভোর
হোক আমি চাই
তোর কাছে ঘুম
নামুক আমি চাই

[Chorus : Mahel Al Habibi]
انا بعيونك دايب دوب
ياما سوا مشينا دروب
انا بعيونك دايب دوب
ياما سوا مشينا دروب
حبي حبك غرقوا في بحر الشوق
[Verse 2]
আয় হঠাৎ এক ফালি মেঘ হয়ে
আয় হঠাৎ ছলকানো আবেগ হয়ে
তোর কাছে বলবো সব
আয় না তুই শুরু আমার শেষ হয়ে
হে হে হে

[Pre-Chorus]
তোর কাছে ভোর
হোক আমি চাই
তোর কাছে ঘুম
নামুক আমি চাই

[Chorus : Mahel Al Habibi]
انا بعيونك دايب دوب
ياما سوا مشينا دروب
انا بعيونك دايب دوب
ياما سوا مشينا دروب
حبي حبك غرقوا في بحر الشوق

[Verse 3]
তোর নামে শান্তি পায় মন আমার
তোর সাথে থাকতে চায় দিন আমার
তোর হাতে লাল গোলাপ
হয় কারণ
সব আরাম
সব ব্যথার
[Pre-Chorus]
তোর কাছে ভোর
হোক আমি চাই
তোর কাছে ঘুম
নামুক আমি চাই

[Chorus : Mahel Al Habibi]
انا بعيونك دايب دوب
ياما سوا مشينا دروب
انا بعيونك دايب دوب
ياما سوا مشينا دروب
حبي حبك غرقوا في بحر الشوق",5085343,bn,bn,bn
